vp time CCC KSU PME BKS BES LBS
ExampleVP1 138 1047.59 816.44 995.07 760.87 4798.57 137.77
ExampleVP1 139 1047.57 816.47 995.14 760.87 4799.01 137.78
ExampleVP1 140 1047.6 816.41 995.11 760.88 4797.65 137.81
ExampleVP1 141 1047.51 816.48 994.91 760.87 4797.52 137.8
ExampleVP1 142 1047.56 816.52 994.94 760.87 4799.02 137.81
ExampleVP1 143 1047.64 816.45 995.01 760.83 4797.54 137.83
ExampleVP1 144 1047.57 816.41 995.02 760.82 4797.6 137.82
ExampleVP1 145 1047.54 816.45 994.94 760.86 4797.69 137.78
ExampleVP1 146 1047.54 816.42 995.05 760.88 4799.32 137.75
ExampleVP1 147 1047.52 816.47 994.94 760.8 4797.51 137.8
ExampleVP1 148 1047.58 816.4 995.06 760.84 4798.09 137.79
ExampleVP1 149 1047.6 816.46 994.99 760.84 4797.53 137.82
ExampleVP1 150 1047.55 816.4 995 760.89 4797.61 137.78
ExampleVP1 151 1047.57 816.41 995.08 760.84 4797.56 137.73
ExampleVP1 152 1047.51 816.48 994.97 760.85 4797.91 137.75
ExampleVP1 153 1047.61 816.53 994.93 760.97 4797.78 137.81
ExampleVP1 154 1047.58 816.46 995.01 760.89 4797.86 137.79
ExampleVP1 155 1047.61 816.46 995.02 760.88 4797.97 137.92
ExampleVP1 156 1047.68 816.55 995.08 760.9 4797.49 137.88
ExampleVP1 157 1047.6 816.5 995.02 760.88 4798.81 137.81
ExampleVP1 158 1047.45 816.43 994.95 760.9 4798.8 137.8
ExampleVP1 159 1047.54 816.4 995.01 760.88 4798.16 137.81
ExampleVP1 160 1047.54 816.44 995.01 760.86 4798.61 137.8
ExampleVP1 161 1047.51 816.41 995.01 760.78 4798.55 137.85
ExampleVP1 162 1047.54 816.42 995.09 760.81 4797.44 137.83
ExampleVP1 163 1047.62 816.44 994.98 760.84 4797.65 137.81
ExampleVP1 164 1047.54 816.46 995.05 760.86 4797.68 137.82
ExampleVP1 165 1047.66 816.4 994.96 760.86 4798.14 137.78
ExampleVP1 166 1047.44 816.5 995.07 760.83 4797.76 137.85
ExampleVP1 167 1047.52 816.44 995 760.84 4797.51 137.78
ExampleVP1 168 1047.55 816.46 994.98 760.85 4797.47 137.83
ExampleVP1 169 1047.52 816.52 995.07 760.85 4797.57 137.83
ExampleVP1 170 1047.58 816.43 994.97 760.91 4797.52 137.79
ExampleVP1 171 1047.49 816.43 995.08 760.86 4797.52 137.77
ExampleVP1 172 1047.53 816.42 995.02 760.81 4797.47 137.76
ExampleVP1 173 1047.56 816.39 994.98 760.81 4797.92 137.8
ExampleVP1 174 1047.52 816.47 994.98 760.89 4797.55 137.75
ExampleVP1 175 1047.52 816.43 994.98 760.81 4797.47 137.81
ExampleVP1 176 1048.16 816.47 995.26 760.45 4797.42 138.28
ExampleVP1 177 1046.62 815.48 994.73 759.44 4797.05 137.42
ExampleVP1 178 1047.47 816.09 994.99 760.87 4798.66 137.77
ExampleVP1 179 1047.54 815.13 994.49 760.5 4797.95 137.69
ExampleVP1 180 1048.49 815.93 994.48 760.96 4798.96 139.25
ExampleVP1 181 1047.6 814.83 994.93 760.83 5286.79 138
ExampleVP1 182 1047.54 814.79 993.97 760.8 5193.6 137.8
ExampleVP1 183 1047.56 814.83 993.74 760.89 4761.98 137.8
ExampleVP1 184 1047.57 814.85 993.57 760.8 4761.99 138.15
ExampleVP1 185 1047.55 814.82 994.96 760.83 4761.98 137.79
ExampleVP1 186 1047.57 814.82 994.95 760.87 4761.98 137.76
ExampleVP1 187 1047.54 814.82 994.26 760.8 4762.05 137.79
ExampleVP1 188 1047.47 814.85 994.9 760.83 4762 137.73
ExampleVP1 189 1047.54 814.79 994.82 760.84 4762.05 137.8
ExampleVP1 190 1047.5 814.78 994.3 760.82 4761.93 137.79
ExampleVP1 191 1047.54 814.79 993.69 760.91 4762 137.83
ExampleVP1 192 1047.54 814.79 994.8 760.82 4761.94 137.82
ExampleVP1 193 1047.47 814.8 995 760.84 4761.99 137.98
ExampleVP1 194 1047.55 814.77 994.99 760.91 4762.07 138.15
ExampleVP1 195 1047.62 814.87 993.91 760.83 4762.04 137.78
ExampleVP1 196 1047.5 814.76 994.52 760.89 4762.1 137.81
ExampleVP1 197 1047.55 814.79 994.81 760.82 4761.96 137.82
ExampleVP1 198 1047.54 814.84 995.02 760.89 4761.93 137.84
ExampleVP1 199 1047.55 814.78 995 760.83 4761.96 137.81
ExampleVP1 200 1047.63 814.82 994.99 760.89 4761.98 137.78
ExampleVP1 201 1047.54 814.79 993.78 760.88 4762.1 137.82
ExampleVP1 202 1047.56 814.86 993.47 760.9 4761.94 137.77
ExampleVP1 203 1047.6 814.83 993.96 760.85 4762 137.83
ExampleVP1 204 1047.57 814.86 994.41 760.93 4762.09 137.84
ExampleVP1 205 1047.47 814.84 993.7 760.88 4762.04 137.82
ExampleVP1 206 1047.5 814.85 995.06 760.83 4762 137.78
ExampleVP1 207 1047.61 814.82 993.82 760.83 4762.02 137.79
ExampleVP1 208 1047.51 814.84 993.84 760.93 4762.09 137.83
ExampleVP1 209 1047.6 814.83 994.12 760.8 4761.93 137.82
ExampleVP1 210 1047.56 814.9 995.05 760.91 4762.02 137.78
ExampleVP1 211 1047.53 814.84 994.99 760.92 4762.08 137.81
ExampleVP1 212 1047.62 814.82 994.98 760.84 4762.1 137.84
ExampleVP1 213 1047.53 814.79 994.92 760.79 4762.01 137.78
ExampleVP1 214 1047.57 814.78 994.16 760.8 4762.03 137.78
ExampleVP1 215 1047.55 814.79 994.43 760.85 4761.92 137.76
ExampleVP1 216 1047.55 814.79 994.21 760.88 4762.08 137.79
ExampleVP1 217 1047.57 814.84 994.69 760.81 4761.98 137.83
ExampleVP1 218 1047.54 814.82 993.29 760.78 4762.08 137.8
ExampleVP1 219 1047.63 814.83 994.99 760.86 4762.06 137.79
ExampleVP1 220 1047.51 814.86 994.95 760.89 4762.11 137.81
ExampleVP1 221 1047.52 814.79 994.99 760.95 4762.08 137.83
ExampleVP1 222 1047.57 814.92 994.84 760.97 4762.1 137.82
ExampleVP1 223 1047.53 814.82 994.35 760.81 4762.01 137.81
ExampleVP1 224 1047.49 814.76 994.8 760.87 4762.06 137.82
ExampleVP1 225 1047.53 814.89 994.91 760.82 4762.06 138.15
ExampleVP1 226 1047.57 814.75 994.46 760.85 4762.07 137.78
ExampleVP1 227 1047.56 814.76 994.42 760.8 4761.96 137.86
ExampleVP1 228 1047.57 814.82 994.82 760.99 4762.06 137.74
ExampleVP1 229 1047.56 814.81 994.42 760.86 4762.13 137.85
ExampleVP1 230 1047.55 814.82 994.76 760.92 4762.13 137.86
ExampleVP1 231 1047.64 814.87 994.89 760.85 4761.91 137.84
ExampleVP1 232 1047.48 814.79 995 760.91 4762.1 137.78
ExampleVP1 233 1047.51 814.77 995.08 760.83 4762.04 137.77
ExampleVP1 234 1047.55 814.9 994.9 760.83 4762.08 137.81
ExampleVP1 235 1047.57 814.86 993.58 760.87 4762.03 137.81
ExampleVP1 236 1047.6 814.87 994.93 760.84 4762.11 137.83
ExampleVP1 237 1047.5 814.79 994.87 760.84 4761.98 137.78
ExampleVP1 238 1047.62 814.84 994.83 760.86 4762.02 137.81
ExampleVP1 239 1047.64 814.84 994.47 760.86 4762.08 137.83
ExampleVP1 240 1047.54 814.85 994.86 760.9 4761.48 138.02
ExampleVP1 241 1047.1 814.82 992.95 760.45 4760.53 137
ExampleVP1 242 1047.5 814.93 994.74 760.9 4760.39 137.76
ExampleVP1 243 1048.26 815.5 995.09 761.76 4762.57 139.1
ExampleVP1 244 1046.9 815.28 993.78 760.72 4761.41 138.26
ExampleVP1 245 1047.16 815.93 995.72 762.1 4763.32 138.55
ExampleVP1 246 1067.46 814.8 995.04 760.96 4762.04 137.8
ExampleVP1 247 1058.08 814.87 995.04 760.82 4762.13 137.83
ExampleVP1 248 1016.64 814.78 995.03 760.84 4762.02 137.8
ExampleVP1 249 1013.96 814.78 994.99 760.84 4761.97 137.81
ExampleVP1 250 1014.04 814.74 995.09 760.89 4762.05 137.79
ExampleVP1 251 1014.04 814.81 994.98 760.84 4762 137.77
ExampleVP1 252 1013.94 814.81 994.97 760.91 4762.14 137.83
ExampleVP1 253 1013.96 814.8 995.05 760.87 4762.02 137.77
ExampleVP1 254 1013.97 814.78 995.01 760.91 4762.09 137.83
ExampleVP1 255 1013.9 814.82 994.94 760.86 4762.01 137.78
ExampleVP1 256 1013.93 814.77 994.98 760.84 4762.09 137.79
ExampleVP1 257 1013.95 814.81 994.95 760.87 4762.04 137.8
ExampleVP1 258 1013.96 814.84 994.98 760.81 4762.06 137.82
ExampleVP1 259 1013.99 814.84 994.86 760.89 4762.02 137.82
ExampleVP1 260 1013.99 814.8 994.98 760.89 4762.06 137.8
ExampleVP1 261 1013.94 814.84 995.04 760.83 4762.11 137.86
ExampleVP1 262 1014.11 814.88 995.01 760.84 4762.06 137.8
ExampleVP1 263 1013.9 814.85 994.95 760.83 4762.1 137.83
ExampleVP1 264 1013.87 814.83 994.92 760.86 4762.04 137.8
ExampleVP1 265 1014.13 814.79 995.02 760.88 4762.11 137.79
ExampleVP1 266 1013.98 814.85 995 760.85 4762.08 137.78
ExampleVP1 267 1013.95 814.78 994.99 760.94 4762.08 137.83
ExampleVP1 268 1013.88 814.79 994.97 760.84 4762.01 137.8
ExampleVP1 269 1014.07 814.81 995.01 760.86 4762.03 137.76
ExampleVP1 270 1013.85 814.82 995.01 760.87 4762.04 137.77
ExampleVP1 271 1013.91 814.79 994.9 760.84 4761.96 137.77
ExampleVP1 272 1014.04 814.79 995.08 760.83 4762.06 137.82
ExampleVP1 273 1014.06 814.78 994.92 760.8 4761.97 137.76
ExampleVP1 274 1013.93 814.87 995.08 760.81 4761.96 137.8
ExampleVP1 275 1013.83 814.8 994.94 760.78 4761.99 137.82
ExampleVP1 276 1014.04 814.77 994.99 760.9 4762.06 137.81
ExampleVP1 277 1013.76 814.85 995 760.81 4762.04 137.77
ExampleVP1 278 1013.98 814.78 995.1 760.89 4762.04 137.81
ExampleVP1 279 1014.23 814.92 994.94 760.82 4762 137.78
ExampleVP1 280 1014 814.78 995.06 760.84 4762.05 137.8
ExampleVP1 281 1014.06 814.8 995.1 760.91 4762.11 137.82
ExampleVP1 282 1013.98 814.79 995.04 760.85 4762.01 137.83
ExampleVP1 283 1013.89 814.86 995.03 760.85 4762.07 137.77
ExampleVP1 284 1066.94 814.8 995.14 760.89 4762.09 137.78
ExampleVP1 285 1102.08 814.78 995.01 760.82 4762.04 137.82
ExampleVP1 286 980.04 814.71 995.05 760.88 4762.05 137.78
ExampleVP1 287 979.7 814.84 994.94 760.81 4761.91 137.78
ExampleVP1 288 979.8 814.82 995 760.87 4762.07 137.74
ExampleVP1 289 979.77 814.8 995 760.87 4761.98 137.79
ExampleVP1 290 979.82 814.84 994.99 760.86 4762.14 137.73
ExampleVP1 291 979.82 814.78 994.96 760.86 4762.03 137.78
ExampleVP1 292 979.82 814.77 995.05 760.88 4762.02 137.8
ExampleVP1 293 979.81 814.72 995.04 760.82 4762.01 137.74
ExampleVP1 294 979.86 814.76 994.95 760.87 4761.95 137.76
ExampleVP1 295 979.85 814.78 994.96 760.9 4761.97 137.77
ExampleVP1 296 979.84 814.77 995.04 760.87 4762.09 137.81
ExampleVP1 297 979.8 814.86 995.01 760.84 4762.04 137.8
ExampleVP1 298 979.76 814.81 994.99 760.84 4761.99 137.78
ExampleVP1 299 979.79 814.71 994.98 760.84 4762.06 137.78
ExampleVP1 300 979.78 814.71 994.9 760.86 4762 137.79
ExampleVP1 301 979.79 814.76 994.97 760.82 4761.97 137.81
ExampleVP1 302 979.77 814.84 994.97 760.85 4762.02 137.82
ExampleVP1 303 979.82 814.88 995.04 760.85 4762.07 137.84
ExampleVP1 304 979.73 814.74 994.97 760.81 4762.02 137.76
ExampleVP1 305 979.83 814.81 995.09 760.81 4762.01 137.78
ExampleVP1 306 979.85 814.77 995 760.83 4762.08 137.79
ExampleVP1 307 979.85 814.96 995.06 760.9 4762.1 137.79
ExampleVP1 308 979.8 814.63 994.97 760.87 4762.04 137.8
ExampleVP1 309 979.85 814.3 994.96 760.86 4761.98 137.8
ExampleVP1 310 979.8 814.58 995.05 760.86 4762.04 137.83
ExampleVP1 311 979.81 814.98 994.96 760.84 4762.04 137.8
ExampleVP1 312 979.77 815.41 994.95 760.82 4761.98 137.78
ExampleVP1 313 979.81 814.73 995.03 760.83 4762.03 137.74
ExampleVP1 314 979.86 814.9 994.95 760.85 4762 137.8
ExampleVP1 315 979.83 814.7 995.01 760.86 4762.01 137.8
ExampleVP1 316 979.81 814.7 995.04 760.87 4762.08 137.84
ExampleVP1 317 979.8 814.97 995.02 760.84 4762.06 137.83
ExampleVP1 318 979.9 814.74 994.92 760.88 4761.99 137.86
ExampleVP1 319 980.34 814.6 994.97 760.95 4762.07 137.82
ExampleVP1 320 979.87 814.85 994.73 760.57 4761.99 137.81
ExampleVP1 321 981.28 816.27 996 762.16 4763.33 138.95
ExampleVP1 322 979.92 815.85 994.21 760.4 4760.8 137.9
ExampleVP1 323 980.25 815.26 994.6 761.27 4761.46 138.96
ExampleVP1 324 979.84 814.74 993.48 760.42 4760.93 137.41
ExampleVP1 325 979.88 814.87 994.93 760.87 4762.06 137.84
ExampleVP1 326 979.74 814.72 995.05 760.81 4761.92 137.75
ExampleVP1 327 979.8 814.83 994.94 760.86 4762.06 137.8
ExampleVP1 328 979.78 814.69 994.98 760.86 4762.03 137.8
ExampleVP1 329 979.81 814.81 994.9 760.84 4761.95 137.77
ExampleVP1 330 979.89 814.71 995 760.84 4762.04 137.79
ExampleVP1 331 979.83 814.79 995.15 760.93 4762.05 137.77
ExampleVP1 332 979.79 814.78 995 760.77 4762.02 137.77
ExampleVP1 333 979.71 933.07 995 760.88 4761.99 137.79
ExampleVP1 334 979.84 910.65 995.12 760.8 4762 137.78
ExampleVP1 335 979.88 810.36 994.84 760.84 4761.91 137.79
ExampleVP1 336 979.96 810.42 994.84 760.82 4761.95 137.78
ExampleVP1 337 979.79 810.42 993.89 760.86 4761.97 137.84
ExampleVP1 338 979.83 810.46 994.99 760.84 4762.06 137.81
ExampleVP1 339 979.91 810.4 994.96 760.84 4761.93 137.78
ExampleVP1 340 979.81 810.5 994.78 760.87 4762.05 137.84
ExampleVP1 341 979.76 810.35 994.96 760.87 4761.95 137.76
ExampleVP1 342 979.79 810.32 995.05 760.83 4762 137.8
ExampleVP1 343 979.78 810.35 994.99 760.84 4762.08 138.13
ExampleVP1 344 979.83 810.4 994.96 760.84 4761.89 137.8
ExampleVP1 345 979.8 810.35 994.98 760.79 4762 137.8
ExampleVP1 346 979.74 810.37 994.83 760.85 4761.97 137.74
ExampleVP1 347 979.79 810.32 995.03 760.78 4761.88 137.75
ExampleVP1 348 979.78 810.41 994.97 760.89 4761.86 137.76
ExampleVP1 349 979.8 810.34 994.91 760.75 4762 137.81
ExampleVP1 350 979.81 810.33 995.06 760.87 4762.02 137.79
ExampleVP1 351 979.73 810.24 995.02 760.84 4761.94 137.74
ExampleVP1 352 979.93 810.35 994.88 760.79 4761.94 137.84
ExampleVP1 353 979.83 810.39 994.9 760.78 4761.99 137.79
ExampleVP1 354 979.88 810.44 995.01 760.88 4761.98 137.82
ExampleVP1 355 979.85 810.37 994.9 760.89 4762.07 137.79
ExampleVP1 356 979.79 810.34 994.93 760.88 4761.91 137.77
ExampleVP1 357 979.81 810.38 994.98 760.86 4762.02 137.8
ExampleVP1 358 979.81 810.37 994.98 760.85 4762.03 137.78
ExampleVP1 359 979.8 810.41 994.92 760.83 4762.01 138.08
ExampleVP1 360 979.91 810.4 994.9 760.81 4761.95 137.78
ExampleVP1 361 979.84 810.43 994.91 760.83 4761.82 137.8
ExampleVP1 362 979.94 810.37 994.79 760.85 4762.04 137.8
ExampleVP1 363 979.96 810.39 994.92 760.87 4761.94 137.79
ExampleVP1 364 979.78 810.4 995.03 760.8 4762.05 137.78
ExampleVP1 365 979.8 810.36 994.98 760.81 4761.86 137.81
ExampleVP1 366 979.75 810.38 994.52 760.83 4761.98 137.83
ExampleVP1 367 979.77 810.33 994.87 760.79 4761.93 137.79
ExampleVP1 368 979.78 810.44 994.93 760.87 4761.98 137.79
ExampleVP1 369 979.78 810.3 995 760.8 4761.99 137.78
ExampleVP1 370 979.84 848.55 995.04 760.76 4762.04 137.8
ExampleVP1 371 979.79 811.3 994.89 760.8 4762.06 137.78
ExampleVP1 372 979.84 805.64 995.05 760.86 4762.01 137.78
ExampleVP1 373 979.74 805.63 995.01 760.85 4762.04 137.8
ExampleVP1 374 980.1 805.6 994.5 760.77 4761.89 137.77
ExampleVP1 375 979.81 805.6 994.95 760.79 4761.99 137.82
ExampleVP1 376 979.8 805.61 994.92 760.78 4762.07 137.77
ExampleVP1 377 979.8 805.6 994.99 760.87 4761.95 137.71
ExampleVP1 378 979.76 805.64 994.97 760.88 4762.02 137.75
ExampleVP1 379 979.77 805.6 994.99 760.86 4761.98 137.76
ExampleVP1 380 979.74 805.97 994.96 760.84 4761.94 137.82
ExampleVP1 381 979.77 957.7 994.02 760.83 4761.97 137.82
ExampleVP1 382 979.79 804.3 994.9 760.81 4762.05 137.82
ExampleVP1 383 979.79 804.08 994.91 760.75 4761.97 137.78
ExampleVP1 384 979.83 804.03 994.89 760.81 4761.9 137.77
ExampleVP1 385 979.82 804.09 995.03 760.84 4761.92 137.78
ExampleVP1 386 979.85 803.98 995.08 760.83 4761.98 137.75
ExampleVP1 387 979.8 804.12 995 760.88 4761.9 137.79
ExampleVP1 388 979.84 803.83 994.94 761.05 4762.03 137.77
