vp time CCC KSU PME BKS BES LBS
ExampleVP1 389 979.75 802.87 994.26 759.96 4760.94 137.75
ExampleVP1 390 980.33 803.43 994.2 760.69 4759.93 138.22
ExampleVP1 391 983.97 803.79 996.04 762.19 4763.04 139.24
ExampleVP1 392 1038.83 804.04 995.04 760.86 4762.09 137.76
ExampleVP1 393 961.57 804.02 994.9 760.81 4761.94 137.8
ExampleVP1 394 960.69 804.03 994.9 760.82 4761.95 137.8
ExampleVP1 395 960.71 804.09 995.07 760.83 4762.04 137.83
ExampleVP1 396 960.71 804.04 995.05 760.83 4762.03 137.78
ExampleVP1 397 960.66 804.03 995 760.78 4761.91 137.81
ExampleVP1 398 960.73 804.07 995.08 760.83 4762.15 137.79
ExampleVP1 399 960.73 804.06 995.05 760.9 4762.02 137.81
ExampleVP1 400 960.68 804.03 994.99 760.75 4762.01 137.77
ExampleVP1 401 960.66 804.1 994.98 760.82 4762.06 137.82
ExampleVP1 402 960.68 804.08 995.06 760.81 4761.95 137.76
ExampleVP1 403 960.29 803.81 995.42 761.12 4762.3 137.76
ExampleVP1 404 961.02 803.29 992.91 760.4 4760.04 137.85
ExampleVP1 405 960.78 803.08 995.77 762.5 4762.08 138.23
ExampleVP1 406 961.15 804.22 995.91 761.71 4763.74 138.33
ExampleVP1 407 960.71 804.14 994.96 760.82 4761.99 137.79
ExampleVP1 408 960.72 804.07 994.99 760.84 4761.98 137.76
ExampleVP1 409 960.66 804.06 995.03 760.81 4762.09 138.14
ExampleVP1 410 960.72 804.06 994.86 760.85 4761.93 361.68
ExampleVP1 411 960.8 804.1 995.06 760.9 4762.02 130.24
ExampleVP1 412 960.73 804.06 995.02 760.91 4762.06 129.03
ExampleVP1 413 960.7 804.09 995.02 760.85 4762.05 129.02
ExampleVP1 414 960.68 804.05 994.94 760.78 4761.89 129.03
ExampleVP1 415 960.69 804.02 994.89 760.85 4761.89 129.05
ExampleVP1 416 960.69 804.05 994.91 760.9 4762 129.08
ExampleVP1 417 960.65 804.02 994.96 760.86 4761.96 128.99
ExampleVP1 418 960.64 804.05 994.98 760.84 4761.91 129.02
ExampleVP1 419 960.66 804.05 994.96 760.84 4762 129.04
ExampleVP1 420 960.75 804.04 994.93 760.82 4761.96 129.01
ExampleVP1 421 960.7 804.07 994.96 760.78 4761.94 129.08
ExampleVP1 422 960.6 804.03 995 760.8 4761.97 129.03
ExampleVP1 423 960.68 804.06 994.97 760.76 4762.04 129.01
ExampleVP1 424 960.69 804.02 994.99 760.79 4761.97 129
ExampleVP1 425 960.78 804.08 994.98 760.83 4761.92 129.02
ExampleVP1 426 960.7 804.04 995.07 760.81 4761.94 128.99
ExampleVP1 427 960.73 803.96 994.98 760.85 4762.02 128.99
ExampleVP1 428 960.65 804.05 994.93 760.83 4761.96 128.96
ExampleVP1 429 960.65 804 994.86 760.82 4762.06 129.07
ExampleVP1 430 960.68 804.04 995.01 760.88 4761.95 128.99
ExampleVP1 431 960.66 804.08 995.02 760.95 4762.01 129
ExampleVP1 432 960.7 804.05 994.92 760.87 4761.97 129.02
ExampleVP1 433 960.71 804 994.98 760.87 4761.97 129.02
ExampleVP1 434 960.68 804.1 995 760.85 4762.01 129.05
ExampleVP1 435 960.66 804.05 994.99 760.82 4762.02 129
ExampleVP1 436 960.64 803.99 995.01 760.86 4762 129.03
ExampleVP1 437 960.65 804.02 994.95 760.79 4761.92 129.01
ExampleVP1 438 960.67 804.08 994.97 760.82 4761.97 129.07
ExampleVP1 439 960.68 804.02 994.88 760.9 4762 129.05
ExampleVP1 440 960.66 804.07 994.96 760.86 4761.9 129.03
ExampleVP1 441 960.62 804.08 994.94 760.83 4762 129.03
ExampleVP1 442 960.7 804.06 994.97 760.87 4761.96 129.02
ExampleVP1 443 960.68 804.05 995 760.83 4761.99 129.01
ExampleVP1 444 960.74 804.06 994.94 760.86 4762.04 129.06
ExampleVP1 445 960.82 804.12 994.85 760.89 4762.05 128.99
ExampleVP1 446 960.65 804.1 994.94 760.82 4762 128.98
ExampleVP1 447 961.84 804.05 994.96 760.84 4761.96 129.03
ExampleVP1 448 1136.65 804.08 994.96 760.81 4761.95 129
ExampleVP1 449 1023.13 804 994.93 760.87 4762.06 129.02
ExampleVP1 450 950.9 804.02 994.92 760.87 4761.95 128.98
ExampleVP1 451 953.21 804.04 994.81 760.81 4763.17 128.48
ExampleVP1 452 -1878.06 804.1 994.95 760.9 4763.03 128.03
ExampleVP1 453 -3274.1 803.97 994.93 760.79 4761.92 129.04
ExampleVP1 454 866.17 804.05 995.32 761.53 4763.17 128.94
ExampleVP1 455 952.13 804.57 996.29 763.32 4762.66 129.16
ExampleVP1 456 951.54 802.59 993.83 760.7 4761.63 128.2
ExampleVP1 457 952.79 804.49 995.53 761.78 4761.93 129.2
ExampleVP1 458 951.77 803.97 992.85 761.43 4761.56 129.76
ExampleVP1 459 951.38 803.03 993.75 760.33 4760.99 128.39
ExampleVP1 460 952.41 803.6 992.53 760.15 4767.12 129.01
ExampleVP1 461 952.47 804.02 992.81 760.85 5315.96 129.01
ExampleVP1 462 952.49 804.08 994.19 760.8 4718.54 129.03
ExampleVP1 463 952.57 803.99 992.52 760.8 4760.95 129.03
ExampleVP1 464 952.48 804.04 994.61 760.91 5014.16 128.99
ExampleVP1 465 952.42 804.01 994.82 760.82 4685.9 128.98
ExampleVP1 466 952.48 804.05 992.92 760.87 4686.34 129.03
ExampleVP1 467 952.43 804.02 994.48 760.82 4686.3 128.98
ExampleVP1 468 952.52 804.02 994.28 760.82 4686.25 129.02
ExampleVP1 469 952.51 804.03 994.04 760.82 4686.32 129.05
ExampleVP1 470 952.48 804.05 993.99 760.82 4686.33 129.01
ExampleVP1 471 952.5 804.04 994.03 760.82 4685.7 129.04
ExampleVP1 472 952.46 804.03 994.21 760.83 4686.27 129
ExampleVP1 473 952.46 804.04 994.19 760.83 4686.32 129.04
ExampleVP1 474 952.57 804.03 994.96 760.82 4686.19 129.05
ExampleVP1 475 952.49 804.04 994.5 760.91 4686.3 129.04
ExampleVP1 476 952.49 804.07 994.93 760.82 4686.34 129.02
ExampleVP1 477 952.56 804.05 993.52 760.81 4686.3 129.03
ExampleVP1 478 952.51 803.99 993.98 760.86 4686.31 129.01
ExampleVP1 479 952.48 804.03 994.17 760.84 4686.28 129.11
ExampleVP1 480 952.53 804.02 994.09 760.78 4686.29 128.96
ExampleVP1 481 952.55 804.04 994.48 760.85 4686.25 129.04
ExampleVP1 482 952.52 804.04 994.99 760.85 4686.31 129.06
ExampleVP1 483 952.42 804.05 994.06 760.9 4686.35 129.01
ExampleVP1 484 952.52 804.06 994.09 760.82 4686.33 129.04
ExampleVP1 485 952.52 804.04 994.44 760.86 4686.35 129.03
ExampleVP1 486 952.52 804.07 994.01 760.81 4686.24 128.99
ExampleVP1 487 952.51 804.09 993.43 760.91 4686.33 129.03
ExampleVP1 488 952.56 804.03 993.2 760.84 4685.91 129.06
ExampleVP1 489 952.48 804.03 992.94 760.83 4686.31 129.07
ExampleVP1 490 952.44 804.07 994.89 760.81 4686.37 129.03
ExampleVP1 491 952.54 804.03 994.75 760.8 4686.26 129.04
ExampleVP1 492 952.51 804.05 994.93 760.82 4686.25 129.03
ExampleVP1 493 952.55 804.01 994.54 760.8 4686.11 128.96
ExampleVP1 494 952.48 803.99 994.94 760.82 4686.26 129
ExampleVP1 495 952.43 804.02 992.6 760.85 4686.32 129.04
ExampleVP1 496 952.47 804.04 994.91 760.83 4686.07 128.97
ExampleVP1 497 952.48 804.02 992.71 760.85 4686.31 128.99
ExampleVP1 498 952.51 804.1 994.81 760.79 4686.37 129
ExampleVP1 499 952.58 804.01 993.94 760.85 4686.32 129.02
ExampleVP1 500 952.48 804.02 994.41 760.88 4685.47 129.03
ExampleVP1 501 952.56 804.04 992.59 760.79 4686.09 129.05
ExampleVP1 502 952.41 804.05 994.01 760.83 4686.26 129
ExampleVP1 503 952.51 804.02 994.29 760.8 4686.25 128.97
ExampleVP1 504 952.51 804.01 994.34 760.83 4686.28 129.02
ExampleVP1 505 952.51 804.01 994.84 760.8 4686.28 129.06
ExampleVP1 506 952.54 803.98 993.71 760.83 4686.27 129.04
ExampleVP1 507 952.48 804.01 993.91 760.78 4686.32 129.03
ExampleVP1 508 952.44 804.07 993.69 760.81 4695.11 129.02
ExampleVP1 509 952.51 804.04 993.74 760.87 4984.06 129.01
ExampleVP1 510 952.49 804.03 993.61 760.8 4658.15 129.02
ExampleVP1 511 952.58 803.99 994.19 760.86 4658.16 129.03
ExampleVP1 512 952.44 803.98 994.24 760.83 4658.19 129.04
ExampleVP1 513 952.56 803.99 994.04 760.79 4658.23 129.01
ExampleVP1 514 952.46 804 994.6 760.81 4658.22 129.02
ExampleVP1 515 952.5 804.06 994.49 760.81 4658.24 129.08
ExampleVP1 516 952.51 803.97 993.76 760.88 4658.2 128.99
ExampleVP1 517 952.48 803.99 993 760.78 4658.12 129.01
ExampleVP1 518 952.53 803.99 994.35 760.76 4658.13 129
ExampleVP1 519 952.5 803.99 995.01 760.8 4658.2 129
ExampleVP1 520 952.48 804.04 993.97 760.88 4658.18 129.03
ExampleVP1 521 952.53 804.03 994.33 760.82 4658.23 128.98
ExampleVP1 522 952.49 804 994.23 760.83 4658.15 129.01
ExampleVP1 523 952.53 804.08 994.83 760.86 4658.22 128.97
ExampleVP1 524 952.46 804 994.95 760.79 4658.2 129.01
ExampleVP1 525 952.47 802.73 994.77 760.81 4633.67 129
ExampleVP1 526 952.47 803.98 994.63 760.79 5070.41 129
ExampleVP1 527 952.58 803.98 994.93 760.77 5740.83 129.01
ExampleVP1 528 952.51 803.94 994.48 760.79 4723.24 129.02
ExampleVP1 529 952.55 804.03 995.01 760.84 4601.54 128.98
ExampleVP1 530 952.54 804.05 994.9 760.83 4600.18 129
ExampleVP1 531 952.73 803.47 993.39 760.14 4598.61 129.39
ExampleVP1 532 951.81 802.98 994 759.46 4603.11 127.39
ExampleVP1 533 952.71 803.55 995.1 760.97 4601.75 129.08
ExampleVP1 534 952.18 804.01 994.24 760.71 4602.81 128.77
ExampleVP1 535 952.62 804.05 995.64 761.36 4604.5 129.59
ExampleVP1 536 952.49 804.01 994.95 760.79 4603.72 129
ExampleVP1 537 952.48 804.02 994.9 760.81 4603.68 129.04
ExampleVP1 538 952.49 804.04 994.99 760.74 4603.73 128.96
ExampleVP1 539 952.51 804.04 994.92 760.85 4603.73 129.03
ExampleVP1 540 952.48 804.04 994.93 760.81 4603.82 128.96
ExampleVP1 541 952.52 804.01 995.01 760.79 4603.68 129.01
ExampleVP1 542 952.46 804.03 994.82 760.79 4603.72 128.99
ExampleVP1 543 952.5 803.98 994.97 760.79 4603.77 129
ExampleVP1 544 952.5 803.97 994.95 760.78 4603.75 129.01
ExampleVP1 545 952.46 804.01 994.94 760.78 4603.72 129.03
ExampleVP1 546 952.5 804.03 994.99 760.84 4603.76 129.03
ExampleVP1 547 951.92 804.03 994.92 760.82 4603.79 128.97
ExampleVP1 548 952.53 804 994.95 760.84 4603.72 129
ExampleVP1 549 951.73 803.95 994.98 760.77 4603.77 128.99
ExampleVP1 550 952.52 804.04 994.83 760.85 4603.74 129.05
ExampleVP1 551 952.37 804.02 994.95 760.8 4603.8 129
ExampleVP1 552 952.48 803.97 994.93 760.87 4603.79 129
ExampleVP1 553 952.49 804.09 994.93 760.83 4603.87 128.97
ExampleVP1 554 952.48 804 994.93 760.87 4603.77 128.99
ExampleVP1 555 952.53 804 994.9 760.89 4603.71 128.98
ExampleVP1 556 952.46 803.98 994.87 760.83 4603.72 128.96
ExampleVP1 557 952.49 804.03 995.07 760.83 4603.83 129.01
ExampleVP1 558 952.47 804 994.94 760.91 4603.82 128.97
ExampleVP1 559 952.56 804.04 994.9 760.87 4603.81 129.01
ExampleVP1 560 952.41 804 994.92 760.75 4603.76 128.98
ExampleVP1 561 952.5 804.01 994.97 760.85 4603.76 128.98
ExampleVP1 562 952.28 803.98 994.86 760.79 4603.85 129.03
ExampleVP1 563 1422.23 804.06 995.02 760.82 4603.82 129
ExampleVP1 564 965.48 804 994.91 760.84 4603.74 129.02
ExampleVP1 565 921.56 803.98 994.94 760.83 4603.84 128.99
ExampleVP1 566 921.57 804.03 995 760.83 4603.77 128.99
ExampleVP1 567 921.58 804.01 995.02 760.8 4603.79 129
ExampleVP1 568 921.61 804.07 994.9 760.88 4603.81 129.01
ExampleVP1 569 921.92 804.01 994.97 760.87 4603.8 129
ExampleVP1 570 921.62 804 995.1 760.76 4603.83 128.98
ExampleVP1 571 921.64 804.06 994.9 760.86 4603.8 128.99
ExampleVP1 572 921.61 803.99 994.96 760.8 4603.81 129
ExampleVP1 573 921.69 803.99 994.89 760.83 4603.78 129.03
ExampleVP1 574 922.17 804.03 994.93 760.76 4603.84 128.99
ExampleVP1 575 921.65 803.63 994.81 761.21 4603.79 128.89
ExampleVP1 576 922 802.79 992.84 759.66 4600.03 127.91
ExampleVP1 577 922.77 804.19 994.98 761.89 4605.73 129.15
ExampleVP1 578 923.08 804.75 996.43 762.53 4604.93 129.03
ExampleVP1 579 923.04 804 995.11 760.94 4603.68 129
ExampleVP1 580 922.45 803.97 994.9 760.84 4603.79 129
ExampleVP1 581 922.77 804 994.85 760.81 4603.76 128.99
ExampleVP1 582 922.55 803.96 995.04 760.84 4603.73 129.03
ExampleVP1 583 922.48 804.03 994.85 760.84 4603.7 128.98
ExampleVP1 584 922.42 804 994.84 760.81 4603.82 128.96
ExampleVP1 585 922.38 803.99 994.92 760.9 4603.72 128.96
ExampleVP1 586 922.8 804.01 994.84 760.9 4603.78 128.99
ExampleVP1 587 922.83 804 995.07 760.79 4603.67 129.03
ExampleVP1 588 921.93 804.04 994.9 760.83 4603.78 129
ExampleVP1 589 922.51 804.01 994.94 760.81 4603.81 128.96
ExampleVP1 590 922.42 804.01 994.92 760.78 4603.73 128.87
ExampleVP1 591 921.62 804 995.05 760.79 4603.81 129.02
ExampleVP1 592 922.79 804 995 760.82 4603.79 129.02
ExampleVP1 593 923.1 803.96 994.9 760.83 4603.78 129.02
ExampleVP1 594 923.07 804.01 994.88 760.75 4603.8 129.32
ExampleVP1 595 923.09 803.99 994.88 760.78 4603.71 189.95
ExampleVP1 596 922.81 803.99 994.93 760.82 4603.84 116.16
ExampleVP1 597 921.96 803.98 994.89 760.77 4603.74 115.47
ExampleVP1 598 922.36 804.05 994.98 760.79 4603.78 115.45
ExampleVP1 599 923.1 804.02 994.88 760.82 4603.79 115.44
ExampleVP1 600 922 804.08 994.87 760.82 4603.87 115.43
ExampleVP1 601 922.86 804.02 994.95 760.88 4603.84 115.44
ExampleVP1 602 921.66 803.99 994.92 760.81 4603.77 115.47
ExampleVP1 603 922.83 804.05 994.96 760.82 4603.71 115.43
ExampleVP1 604 921.99 803.91 994.87 760.78 4603.83 115.46
ExampleVP1 605 922.73 803.95 994.91 760.8 4603.79 115.4
ExampleVP1 606 921.64 804 994.9 760.82 4603.76 115.44
ExampleVP1 607 921.58 804.01 994.93 760.77 4603.66 115.4
ExampleVP1 608 922.51 803.98 995.02 760.76 4603.84 115.47
ExampleVP1 609 921.96 804.02 994.96 760.84 4603.76 115.4
ExampleVP1 610 922.69 803.97 994.92 760.84 4603.8 115.38
ExampleVP1 611 923.12 804.01 995 760.87 4603.73 115.42
ExampleVP1 612 922.75 804.01 995.06 760.81 4603.83 115.42
ExampleVP1 613 922.35 804.01 994.96 760.77 4603.69 115.44
ExampleVP1 614 922.45 804.02 994.91 760.86 4603.81 115.5
ExampleVP1 615 922.3 804.03 994.9 760.78 4603.73 115.43
ExampleVP1 616 922.16 803.98 995 760.8 4603.81 115.45
ExampleVP1 617 922.28 803.96 994.94 760.9 4603.83 115.44
ExampleVP1 618 922.91 803.98 994.9 760.82 4603.77 115.44
ExampleVP1 619 922.58 803.96 994.99 760.74 4603.87 115.42
ExampleVP1 620 922.43 803.98 994.96 760.84 4603.83 115.38
ExampleVP1 621 922.98 803.98 994.92 760.76 4603.82 115.43
ExampleVP1 622 922.18 804 994.97 760.74 4603.82 115.47
ExampleVP1 623 921.96 803.96 994.91 760.8 4603.78 115.49
ExampleVP1 624 922.67 804.01 994.83 760.8 4603.78 115.39
ExampleVP1 625 922.58 804 995.02 760.9 4603.8 115.44
ExampleVP1 626 922.84 803.99 995.08 760.69 4604.16 115.4
ExampleVP1 627 923.51 803.95 996.02 761.81 4604.15 116.5
ExampleVP1 628 921.23 803.1 995.63 761.71 4601.97 115.49
ExampleVP1 629 990.5 803.5 994.04 759.84 4601.54 114.64
ExampleVP1 630 917.65 804 994.95 760.85 4603.85 115.44
ExampleVP1 631 893.97 804.76 996.64 762.91 4605.15 116.78
ExampleVP1 632 893.01 803.11 995.01 761.88 4603.02 115.71
ExampleVP1 633 892.62 802.79 993.61 760.86 4599.92 115.35
ExampleVP1 634 892.68 803.27 993.86 760.17 4600.71 115.69
ExampleVP1 635 893.22 803.9 994.74 760.77 4601.14 115.46
ExampleVP1 636 892.61 804.05 993.43 760.86 4600.3 115.41
ExampleVP1 637 892.68 803.99 994.06 760.85 4600.28 115.44
ExampleVP1 638 892.68 804.01 994.39 760.83 4600.32 115.49
ExampleVP1 639 892.65 804.03 992.58 760.8 4600.25 115.47
ExampleVP1 640 892.56 804.03 994.76 760.86 4600.3 115.47
ExampleVP1 641 892.71 804.02 993.96 760.9 4600.4 115.5
ExampleVP1 642 892.61 803.93 994.11 760.82 4601.69 115.42
ExampleVP1 643 895.64 804.89 995.1 762.53 4604.71 116.87
ExampleVP1 644 892.29 802.43 994.09 759.49 4600.98 115.38
ExampleVP1 645 893.37 804.17 994.4 760.47 4601.48 116.7
ExampleVP1 646 893.64 803.57 993.98 759.32 4603.04 115.13
ExampleVP1 647 893.75 804.06 1254.36 760.6 4603.8 115.44
ExampleVP1 648 893.91 803.98 1145.93 759.65 4603.82 115.4
ExampleVP1 649 893.96 804.04 1194.57 759.76 4603.88 115.38
ExampleVP1 650 893.65 804 1002.49 760.19 4603.64 115.44
ExampleVP1 651 894.11 803.98 965.46 759.22 4603.78 115.49
ExampleVP1 652 894.42 804.02 964.99 759.22 4603.85 115.39
ExampleVP1 653 894.48 804.03 964.9 759.34 4603.86 115.41
ExampleVP1 654 894.43 803.95 965.74 760.5 4603.83 115.39
ExampleVP1 655 894.4 803.98 965.92 759.72 4603.77 115.43
ExampleVP1 656 894.21 803.99 966.07 759.68 4603.78 115.44
ExampleVP1 657 894.43 804.02 964.89 759.31 4603.77 115.45
ExampleVP1 658 894.39 804.02 963.73 759.41 4603.86 115.46
ExampleVP1 659 893.34 803.97 963.58 759.84 4603.84 115.43
ExampleVP1 660 894.17 804.01 964.61 760.55 4603.72 115.43
ExampleVP1 661 894.28 804.01 966.03 759.87 4603.87 115.54
ExampleVP1 662 894.43 804.02 966.12 759.37 4603.73 115.42
ExampleVP1 663 894.38 804.01 965.71 760.37 4603.92 115.43
ExampleVP1 664 894.33 803.99 966.12 760.61 4603.86 115.46
ExampleVP1 665 893.99 803.92 965.92 760.46 4603.75 115.44
ExampleVP1 666 894.39 803.99 966.01 760.64 4603.83 115.46
ExampleVP1 667 894.38 803.99 966.09 760.78 4603.73 115.42
ExampleVP1 668 894.23 803.95 965.48 760.52 4603.79 115.45
ExampleVP1 669 894.24 803.94 965.9 760.09 4603.76 115.43
ExampleVP1 670 894.39 804.01 965.85 760.64 4603.78 115.43
ExampleVP1 671 894.41 803.9 966.08 760.31 4603.88 115.43
ExampleVP1 672 894.3 803.98 966.09 760.84 4603.82 115.47
ExampleVP1 673 894.32 803.97 966.07 759.54 4603.85 115.45
ExampleVP1 674 893.55 803.96 966.12 760.28 4603.87 115.47
ExampleVP1 675 894.41 803.98 966.1 760.4 4603.87 115.47
ExampleVP1 676 894.41 803.94 966.08 760.77 4603.88 115.47
ExampleVP1 677 894.41 803.96 965.77 760.22 4603.83 115.43
ExampleVP1 678 894.43 804.01 965.81 760.34 4603.76 115.41
ExampleVP1 679 894.35 803.99 965.25 759.85 4603.82 115.44
ExampleVP1 680 894.39 804 965.53 760.09 4603.83 115.49
ExampleVP1 681 894.38 804.05 966.06 759.55 4603.86 115.49
ExampleVP1 682 894.19 803.99 966.07 760.33 4603.91 115.45
ExampleVP1 683 894.43 804.04 966.14 759.53 4603.79 115.44
ExampleVP1 684 894.43 804.04 965.99 759.53 4603.8 115.43
ExampleVP1 685 893.26 804.08 966.14 759.96 4603.8 115.45
ExampleVP1 686 892.6 804.07 966.13 759.31 4603.85 115.51
ExampleVP1 687 894.03 803.98 966.04 759.41 4603.79 115.46
ExampleVP1 688 893.88 804 965.98 759.28 4603.81 115.47
ExampleVP1 689 894.04 803.98 965.44 760.44 4603.8 115.44
ExampleVP1 690 894.08 803.97 966.03 760.65 4603.72 115.5
ExampleVP1 691 893.8 804.02 964.59 759.95 4603.82 115.42
ExampleVP1 692 894.25 803.97 965.62 760.21 4603.83 115.46
ExampleVP1 693 892.74 803.93 965.52 760.14 4603.9 115.42
ExampleVP1 694 893.6 803.97 965.99 760.51 4603.81 115.48
ExampleVP1 695 893.72 803.99 966.1 760.71 4603.85 115.49
ExampleVP1 696 894.09 803.97 966.05 759.85 4603.85 115.46
ExampleVP1 697 894.29 804.01 965.17 760.25 4603.79 115.4
ExampleVP1 698 894.32 804.03 966.2 759.82 4603.81 115.44
ExampleVP1 699 893.7 803.94 966.08 760.82 4603.8 115.42
ExampleVP1 700 894.38 804.01 965.54 760.1 4603.82 115.45
ExampleVP1 701 894.38 803.98 966.15 760.57 4603.82 115.44
ExampleVP1 702 894.5 803.99 966.07 759.94 4603.78 115.43
ExampleVP1 703 894.47 803.97 966.05 760.12 4603.83 115.45
ExampleVP1 704 894.45 803.99 965.96 759.94 4603.89 115.4
ExampleVP1 705 894.37 803.98 966.11 760.71 4603.77 115.42
ExampleVP1 706 893.51 803.93 966.06 760.78 4603.74 115.47
ExampleVP1 707 894.3 803.95 965.87 760.48 4603.78 115.44
ExampleVP1 708 894.09 803.94 965.14 760.82 4603.86 115.43
ExampleVP1 709 893.98 803.93 965.88 760.03 4603.73 115.46
ExampleVP1 710 894.38 803.97 965.97 759.97 4603.8 115.46
ExampleVP1 711 893.92 803.96 966.15 759.37 4603.74 115.43
ExampleVP1 712 894.3 803.97 965.2 760.47 4603.7 115.44
ExampleVP1 713 894.39 803.91 966.02 760.14 4603.82 115.42
ExampleVP1 714 894.02 803.97 966.02 759.5 4603.77 115.47
ExampleVP1 715 894.33 804.01 965.92 760.63 4603.74 115.46
ExampleVP1 716 893.72 803.96 966.07 760.38 4603.81 115.41
ExampleVP1 717 893.08 803.97 966.12 760.77 4603.89 115.48
ExampleVP1 718 895.44 804.5 964.38 759.71 4602.53 115.86
ExampleVP1 719 892.69 803.72 968.67 762.93 4605.69 116.29
ExampleVP1 720 894.07 803.98 963.73 758.43 4602.09 114.69
ExampleVP1 721 894.42 804.28 967.67 763.94 4603.76 116.9
ExampleVP1 722 892.93 803.97 963.77 758.69 4601.37 114.64
ExampleVP1 723 892.65 803.94 966.08 760.8 4603.78 115.37
ExampleVP1 724 892.66 803.94 966.02 760.83 4603.82 115.43
ExampleVP1 725 892.69 803.92 966.02 760.9 4603.78 115.44
ExampleVP1 726 892.68 803.94 966.05 760.85 4603.79 115.42
ExampleVP1 727 892.66 804.02 966.14 760.81 4603.76 115.48
ExampleVP1 728 892.61 804.01 966.04 760.84 4603.75 115.48
ExampleVP1 729 892.6 803.96 966.06 760.78 4603.87 115.42
ExampleVP1 730 892.63 804.02 966.04 760.78 4603.88 115.46
ExampleVP1 731 892.61 803.96 966.03 760.86 4603.73 115.48
ExampleVP1 732 892.66 803.96 966.01 760.88 4603.77 115.46
ExampleVP1 733 894.08 803.98 965.95 760.85 4603.88 115.43
ExampleVP1 734 918.34 803.97 966.07 760.85 4603.81 115.5
ExampleVP1 735 859.83 803.98 966.01 760.82 4603.77 115.46
ExampleVP1 736 859.77 803.97 965.96 760.81 4603.87 115.39
ExampleVP1 737 859.72 803.95 965.99 760.78 4603.75 115.38
ExampleVP1 738 859.74 803.95 965.91 760.83 4603.8 115.39
ExampleVP1 739 859.72 803.99 966.09 760.81 4603.68 115.43
ExampleVP1 740 859.67 803.94 966.13 760.82 4603.74 115.4
ExampleVP1 741 859.81 803.98 965.97 760.85 4603.71 115.38
ExampleVP1 742 859.75 803.92 965.93 760.75 4603.73 115.44
ExampleVP1 743 859.74 803.94 965.93 760.82 4603.73 115.38
ExampleVP1 744 859.73 803.97 965.95 760.84 4603.72 115.46
ExampleVP1 745 859.71 803.98 965.95 760.87 4603.82 115.43
ExampleVP1 746 859.65 803.89 966.08 760.78 4603.74 115.46
ExampleVP1 747 859.71 803.92 966.03 760.74 4603.78 115.4
ExampleVP1 748 859.77 803.96 966.05 760.81 4603.72 115.42
ExampleVP1 749 859.73 803.92 965.97 760.8 4603.66 115.43
ExampleVP1 750 859.76 804 966 760.79 4603.7 115.45
ExampleVP1 751 859.76 803.95 966.05 760.85 4603.73 115.43
ExampleVP1 752 859.7 803.92 966.03 760.83 4603.74 115.49
ExampleVP1 753 859.68 803.93 966.01 760.74 4603.8 115.44
ExampleVP1 754 859.8 803.99 966.06 760.79 4603.79 185.98
ExampleVP1 755 859.77 803.92 966.06 760.81 4603.8 149.67
ExampleVP1 756 859.71 803.93 966.02 760.76 4603.8 108.21
ExampleVP1 757 859.61 803.95 966.05 760.86 4603.77 123.87
ExampleVP1 758 859.74 803.97 966.04 760.8 4603.75 293.82
ExampleVP1 759 859.8 803.91 965.95 760.85 4603.83 102.49
ExampleVP1 760 859.76 804.04 966.02 760.78 4603.79 96.01
ExampleVP1 761 859.76 803.97 965.99 760.79 4603.87 96
ExampleVP1 762 859.73 803.97 966.04 760.76 4603.72 96
ExampleVP1 763 859.74 803.9 966.08 760.8 4603.72 96.07
ExampleVP1 764 859.76 803.88 966.03 760.76 4603.82 95.97
ExampleVP1 765 859.67 803.96 965.94 760.78 4603.7 95.95
ExampleVP1 766 859.72 803.97 965.96 760.83 4603.65 95.99
ExampleVP1 767 859.77 803.95 965.99 760.72 4603.72 95.95
ExampleVP1 768 859.68 803.9 965.97 760.74 4603.73 95.91
ExampleVP1 769 859.68 803.91 965.93 760.79 4603.7 95.98
ExampleVP1 770 859.77 803.95 965.99 760.78 4603.73 95.99
ExampleVP1 771 859.74 803.85 965.99 760.81 4603.72 95.96
ExampleVP1 772 859.77 803.91 965.96 760.82 4603.71 95.95
ExampleVP1 773 859.79 803.95 966.01 760.8 4603.82 96.13
ExampleVP1 774 859.72 803.95 966.06 760.85 4603.7 95.96
ExampleVP1 775 859.78 803.92 966 760.78 4603.75 95.96
ExampleVP1 776 859.74 803.86 966 760.77 4603.74 96
ExampleVP1 777 859.74 803.95 965.92 760.79 4603.74 96.04
ExampleVP1 778 859.65 803.94 965.99 760.78 4603.75 95.99
ExampleVP1 779 858.71 803.57 965.51 759.96 4603.29 95.29
ExampleVP1 780 858.6 803.08 966.4 761.88 4603.79 97.13
ExampleVP1 781 859.04 803.49 964.79 760.44 4601.96 95.93
ExampleVP1 782 860.52 804.88 967.66 762.04 4605.31 97.37
ExampleVP1 783 859.67 803.96 1282.7 760.52 4603.72 96.02
ExampleVP1 784 859.75 803.92 1292.26 759.96 4603.75 96
ExampleVP1 785 859.69 803.86 956.74 760.43 4603.74 96.08
ExampleVP1 786 859.72 803.92 998.65 759.7 4603.76 96.07
ExampleVP1 787 859.76 803.92 1342.38 760.72 4603.72 95.9
ExampleVP1 788 859.78 803.98 951.62 760.14 4603.79 96.08
ExampleVP1 789 859.71 803.89 945.14 760.72 4603.77 95.95
ExampleVP1 790 859.75 803.95 945.09 759.8 4603.76 95.98
ExampleVP1 791 859.77 803.92 950.93 760.23 4603.76 95.97
