vp time CCC KSU PME BKS BES LBS
ExampleVP2 366 151.82 365.84 1467.81 1577.39 1133.77 3431.71
ExampleVP2 367 151.85 365.78 1467.83 1577.4 1133.73 3431.71
ExampleVP2 368 151.86 365.76 1467.8 1577.38 1133.75 3431.7
ExampleVP2 369 151.8 365.83 1467.79 1577.36 1133.67 3431.76
ExampleVP2 370 151.81 365.78 1467.74 1577.36 1133.65 3431.75
ExampleVP2 371 151.86 365.79 1467.81 1577.2 1133.65 3431.71
ExampleVP2 372 151.84 365.73 1467.83 1576.77 1133.81 3431.73
ExampleVP2 373 151.79 365.68 1467.85 1577.37 1133.64 3431.72
ExampleVP2 374 151.65 365.77 1467.82 1577.35 1133.66 3431.67
ExampleVP2 375 151.8 365.72 1467.83 1577.36 1133.71 3431.65
ExampleVP2 376 151.82 365.77 1467.82 1577.36 1133.7 3431.73
ExampleVP2 377 151.44 365.75 1467.76 1577.36 1133.69 3431.77
ExampleVP2 378 151.26 365.74 1467.8 1577.37 1133.68 3431.63
ExampleVP2 379 151.81 365.76 1467.79 1577.33 1133.66 3431.62
ExampleVP2 380 151.84 365.76 1467.81 1577.23 1133.74 3431.73
ExampleVP2 381 151.88 365.7 1467.83 1577.35 1133.68 3431.71
ExampleVP2 382 151.43 365.76 1467.78 1577.38 1133.72 3431.69
ExampleVP2 383 151.58 365.77 1467.81 1577.15 1133.68 3431.69
ExampleVP2 384 151.8 365.72 1467.8 1577.34 1133.71 3431.7
ExampleVP2 385 151.84 365.77 1467.77 1576.83 1133.65 3431.66
ExampleVP2 386 151.79 365.77 1467.76 1576.73 1133.74 3431.74
ExampleVP2 387 151.81 365.76 1467.82 1577.34 1133.63 3431.74
ExampleVP2 388 151.76 365.73 1467.8 1577.36 1133.64 3431.65
ExampleVP2 389 151.79 365.78 1467.78 1577.31 1133.68 3431.16
ExampleVP2 390 151.81 365.8 1467.82 1577.33 1133.66 3431.53
ExampleVP2 391 151.49 365.76 1467.83 1577.38 1133.76 3431.63
ExampleVP2 392 151.85 365.8 1467.81 1577.13 1133.72 3431.69
ExampleVP2 393 151.82 365.83 1467.84 1577.32 1133.75 3431.65
ExampleVP2 394 151.02 365.73 1467.81 1577.42 1133.65 3431.66
ExampleVP2 395 151.96 365.73 1467.81 1575.95 1133.67 3430.78
ExampleVP2 396 150.36 365.45 1465.66 1575.85 1133.03 3431.2
ExampleVP2 397 151.6 366.3 1465.72 1576.58 1134.94 3431.43
ExampleVP2 398 152.2 367.24 1468.84 1578 1135.14 3431.23
ExampleVP2 399 151.56 366.98 1467.85 1577.35 1133.68 3430.81
ExampleVP2 400 151.82 365.8 1467.85 1577.31 1133.71 3431.38
ExampleVP2 401 151.78 366.32 1467.77 1577.33 1133.71 3430.79
ExampleVP2 402 151.79 366.16 1467.78 1577.38 1133.65 3430.64
ExampleVP2 403 151.81 366.32 1467.77 1577.38 1133.73 3431.32
ExampleVP2 404 151.79 365.76 1467.76 1577.35 1133.68 3430.58
ExampleVP2 405 151.81 366.16 1467.78 1577.34 1133.7 3430.05
ExampleVP2 406 151.77 365.77 1467.77 1577.31 1133.75 3431.53
ExampleVP2 407 151.87 366.37 1467.76 1577.34 1133.71 3430.97
ExampleVP2 408 151.86 366.49 1467.81 1577.37 1133.67 3430.05
ExampleVP2 409 151.78 365.91 1467.8 1577.34 1135.1 3431.33
ExampleVP2 410 151.54 365.69 1467.76 1577.35 1191.91 3430.65
ExampleVP2 411 151.82 365.76 1467.77 1577.35 1114.6 3430.65
ExampleVP2 412 151.86 365.72 1467.8 1577.38 1114.18 3430.24
ExampleVP2 413 151.78 365.82 1467.86 1577.37 1114.19 3430.03
ExampleVP2 414 151.84 366.18 1467.82 1577.36 1112.59 3430.3
ExampleVP2 415 151.83 365.73 1467.83 1577.34 1113.18 3431.53
ExampleVP2 416 151.79 365.74 1467.81 1577.35 1113.96 3430.54
ExampleVP2 417 151.76 365.74 1467.77 1577.35 1114.1 3430.78
ExampleVP2 418 151.81 365.83 1467.7 1577.36 1114.15 3431.63
ExampleVP2 419 151.23 367.33 1467.8 1577.3 1114.15 3430.96
ExampleVP2 420 151.8 366.01 1467.78 1577.37 1113.79 3431.37
ExampleVP2 421 151.83 365.77 1467.77 1577.38 1114.01 3431.04
ExampleVP2 422 151.79 365.75 1467.86 1577.33 1113.98 3430.22
ExampleVP2 423 151.74 366.18 1467.75 1577.33 1114.01 3431.58
ExampleVP2 424 151.82 365.89 1467.79 1577.34 1114.2 3431.64
ExampleVP2 425 151.85 366.5 1467.8 1577.33 1114.07 3430.43
ExampleVP2 426 151.81 366.46 1467.82 1577.33 1114.03 3431.38
ExampleVP2 427 151.75 365.74 1467.76 1577.35 1113.39 3431.5
ExampleVP2 428 151.77 365.78 1467.76 1577.33 1114.15 3431.1
ExampleVP2 429 151.79 365.71 1467.78 1577.31 1114.17 3430.21
ExampleVP2 430 151.8 365.73 1467.77 1577.35 1114.22 3431.07
ExampleVP2 431 151.83 366.62 1467.8 1577.35 1355.52 3431.25
ExampleVP2 432 151.52 366.59 1467.79 1577.36 1101.05 3431.02
ExampleVP2 433 151.72 365.75 1467.71 1577.29 1099.27 3430.75
ExampleVP2 434 151.81 365.87 1467.77 1577.34 1185.02 3431.53
ExampleVP2 435 151.81 365.77 1467.79 1577.34 1190.81 3430.49
ExampleVP2 436 151.77 365.82 1467.71 1577.3 1136.16 3431.31
ExampleVP2 437 151.8 366.39 1467.76 1577.37 1076.34 3431.57
ExampleVP2 438 151.79 365.82 1467.75 1577.38 1073.59 3431.63
ExampleVP2 439 151.79 366.27 1467.8 1577.33 1074.85 3430.7
ExampleVP2 440 151.79 366.63 1467.78 1577.36 1075.09 3431.47
ExampleVP2 441 151.79 365.74 1467.8 1577.34 1074.69 3431.36
ExampleVP2 442 151.79 365.72 1467.79 1577.35 1074.37 3430.75
ExampleVP2 443 151.84 366.57 1467.74 1577.34 1190.56 3430.81
ExampleVP2 444 151.81 365.8 1467.76 1577.34 1294.86 3430.7
ExampleVP2 445 151.7 365.92 1467.8 1577.34 1900.91 3431.24
ExampleVP2 446 151.59 366.65 1467.76 1577.28 2728.47 3431.37
ExampleVP2 447 151.79 366.02 1467.82 1577.34 2424.27 3430.85
ExampleVP2 448 151.73 366.31 1467.79 1577.35 1056.77 3430.66
ExampleVP2 449 151.8 366.88 1467.73 1577.34 1056 3431.36
ExampleVP2 450 151.75 366.28 1467.75 1577.33 1055.06 3431.76
ExampleVP2 451 151.73 365.71 1467.79 1577.35 1056.16 3431.65
ExampleVP2 452 151.83 365.74 1467.75 1577.34 1056.13 3431.1
ExampleVP2 453 151.79 365.82 1467.73 1577.4 1056.09 3431.7
ExampleVP2 454 151.75 365.75 1467.84 1577.33 1056.21 3431.69
ExampleVP2 455 151.8 365.76 1467.75 1577.34 1056.05 3431.43
ExampleVP2 456 151.74 365.87 1467.7 1577.32 1056.16 3431.65
ExampleVP2 457 151.77 366.04 1467.77 1577.34 1055.61 3431.5
ExampleVP2 458 151.7 366.28 1467.69 1577.34 1056.08 3431.75
ExampleVP2 459 151.74 366.02 1467.76 1577.32 1055.64 3431.72
ExampleVP2 460 151.78 366.39 1467.79 1577.32 1055.93 3431.62
ExampleVP2 461 151.78 365.67 1467.7 1577.35 1056.04 3430.79
ExampleVP2 462 151.78 365.71 1467.75 1577.34 1056.17 3431.59
ExampleVP2 463 151.78 366.57 1467.78 1577.3 1056.09 3431.76
ExampleVP2 464 151.77 366.04 1467.77 1577.33 1055.48 3430.64
ExampleVP2 465 151.64 366.01 1467.78 1577.14 1056.05 3431.51
ExampleVP2 466 152.45 367.69 1467.75 1577.31 1055.36 3430.33
ExampleVP2 467 150.96 366.44 1469.92 1578.9 1059.91 3433.96
ExampleVP2 468 150.99 365.86 1468.32 1575.64 1056.03 3431.26
ExampleVP2 469 150.69 365.53 1467.19 1576.43 1055.61 3432.2
ExampleVP2 470 150.7 365.51 1468.04 1575.74 1056.62 3431.49
ExampleVP2 471 149.95 365.54 1465.85 1577.39 1055.65 3431.71
ExampleVP2 472 150.33 365.76 1466.32 1577.34 1056.08 3431.75
ExampleVP2 473 150.34 365.69 1466.23 1577.32 1056.07 3431.69
ExampleVP2 474 150.37 365.77 1466.27 1577.34 1055.72 3431.75
ExampleVP2 475 150.31 365.73 1466.32 1577.33 1056.11 3431.72
ExampleVP2 476 150.3 365.75 1466.29 1577.79 1056.11 3431.62
ExampleVP2 477 150.3 365.75 1466.27 1651.47 1056.16 3431.67
ExampleVP2 478 150.29 365.67 1466.48 1561.67 1056.11 3431.68
ExampleVP2 479 150.31 365.69 1466.27 1560.01 1056.03 3431.69
ExampleVP2 480 150.3 365.74 1466.24 1560.94 1056.1 3431.63
ExampleVP2 481 150.31 365.77 1466.26 1560.18 1056.08 3431.65
ExampleVP2 482 150.33 365.7 1466.28 1561.81 1056.05 3431.63
ExampleVP2 483 150.31 365.78 1466.32 1561.8 1056.03 3431.73
ExampleVP2 484 150.3 365.74 1466.28 1561.36 1056.15 3431.73
ExampleVP2 485 150.31 365.66 1466.27 1561.18 1056.1 3431.67
ExampleVP2 486 150.29 365.74 1466.26 1560.6 1056.08 3431.73
ExampleVP2 487 150.32 365.77 1466.25 1560.37 1056.04 3431.68
ExampleVP2 488 150.26 365.7 1466.28 1560.9 1056.04 3431.69
ExampleVP2 489 150.3 365.72 1466.27 1560.41 1056.09 3431.73
ExampleVP2 490 150.27 365.81 1466.31 1560.72 1056.08 3431.67
ExampleVP2 491 150.31 365.7 1466.27 1561.02 1056.06 3431.69
ExampleVP2 492 150.33 365.7 1466.25 1560.7 1056.04 3431.68
ExampleVP2 493 150.33 365.82 1466.28 1561.11 1056.15 3431.71
ExampleVP2 494 150.3 365.76 1466.3 1560.68 1056.07 3431.64
ExampleVP2 495 150.34 365.82 1466.27 1560.19 1056.16 3431.63
ExampleVP2 496 150.29 365.69 1466.23 1561.11 1056.13 3431.68
ExampleVP2 497 150.28 365.65 1466.27 1560.74 1056.13 3431.69
ExampleVP2 498 150.27 365.74 1466.3 1616.4 1056.08 3431.69
ExampleVP2 499 150.28 365.72 1466.27 1914.36 1056.11 3431.66
ExampleVP2 500 150.32 365.75 1466.47 1836.55 1056.02 3431.63
ExampleVP2 501 150.34 365.74 1466.31 1562.31 1056.11 3431.72
ExampleVP2 502 150.33 365.7 1466.31 1533.24 1055.98 3431.7
ExampleVP2 503 150.31 365.72 1466.29 1533.28 1056.04 3431.65
ExampleVP2 504 150.26 365.73 1466.26 1533.13 1056.01 3431.62
ExampleVP2 505 150.3 365.75 1466.28 1533.19 1056.13 3431.65
ExampleVP2 506 150.33 365.7 1466.31 1533.29 1056.02 3431.75
ExampleVP2 507 150.64 366.56 1465.85 1534.78 1055.29 3431.6
ExampleVP2 508 151.12 365.66 1469.53 1533.2 1058.53 3432.39
ExampleVP2 509 150.64 366.39 1466.12 1535.54 1055.25 3432.34
ExampleVP2 510 151.13 366.4 1466.42 1533.78 1054.61 3430.49
ExampleVP2 511 149.93 365.71 1468.23 1536.26 1059.49 3433.78
ExampleVP2 512 146.9 365.5 1464.44 1535.29 1054.54 3435.31
ExampleVP2 513 150.61 366.75 1466.74 1534.12 1054.85 3431.94
ExampleVP2 514 150.3 365.73 1466.28 1534.3 1054.42 3431.66
ExampleVP2 515 150.31 365.7 1466.27 1534.62 1054.46 3431.62
ExampleVP2 516 150.31 365.69 1466.27 1534.63 1054.41 3431.61
ExampleVP2 517 150.31 365.78 1466.25 1534.53 1054.4 3431.73
ExampleVP2 518 150.27 365.74 1466.28 1534.61 1054.47 3431.68
ExampleVP2 519 150.28 365.77 1466.27 1534.6 1054.82 3431.72
ExampleVP2 520 150.26 365.68 1466.25 1534.59 1054.41 3431.61
ExampleVP2 521 150.26 365.74 1466.24 1534.6 1054.39 3431.58
ExampleVP2 522 150.31 365.74 1466.23 1534.62 1054.45 3431.64
ExampleVP2 523 150.25 365.69 1466.25 1534.6 1054.38 3431.74
ExampleVP2 524 150.26 365.69 1466.24 1534.64 1054.43 3431.65
ExampleVP2 525 150.32 365.72 1466.28 1534.59 1054.35 3431.73
ExampleVP2 526 150.24 365.68 1466.28 1534.55 1054.41 3431.64
ExampleVP2 527 150.27 365.75 1466.31 1534.58 1054.39 3431.58
ExampleVP2 528 150.25 365.76 1466.26 1534.63 1054.35 3431.65
ExampleVP2 529 150.26 365.78 1466.27 1534.59 1054.45 3431.65
ExampleVP2 530 150.28 365.73 1466.29 1534.61 1054.46 3431.67
ExampleVP2 531 150.3 365.7 1466.23 1534.6 1054.38 3431.67
ExampleVP2 532 150.25 365.74 1466.25 1534.57 1054.4 3431.72
ExampleVP2 533 150.27 365.71 1466.25 1534.56 1054.43 3431.64
ExampleVP2 534 150.29 365.7 1466.3 1534.57 1055.07 3431.66
ExampleVP2 535 150.28 365.66 1466.25 1534.61 1055.22 3431.7
ExampleVP2 536 150.31 365.74 1466.2 1534.55 1054.45 3431.62
ExampleVP2 537 150.24 365.7 1466.3 1534.56 1054.41 3431.67
ExampleVP2 538 150.78 365.66 1466.24 1534.58 1054.39 3431.65
ExampleVP2 539 238.91 365.74 1466.28 1534.59 1054.41 3431.69
ExampleVP2 540 123.39 365.7 1466.27 1534.61 1054.37 3431.64
ExampleVP2 541 118.36 365.66 1466.26 1534.59 1054.38 3431.62
ExampleVP2 542 118.38 365.72 1466.25 1534.62 1054.98 3431.7
ExampleVP2 543 118.38 365.74 1466.29 1534.54 1054.76 3431.55
ExampleVP2 544 118.33 365.68 1466.28 1534.6 1054.37 3431.65
ExampleVP2 545 118.31 365.76 1466.25 1534.57 1054.42 3431.65
ExampleVP2 546 118.34 365.71 1466.26 1534.6 1054.37 3431.65
ExampleVP2 547 118.34 365.75 1466.24 1534.61 1054.69 3431.68
ExampleVP2 548 118.42 365.68 1466.31 1534.62 1054.45 3431.71
ExampleVP2 549 118.35 365.84 1466.29 1534.6 1054.46 3431.75
ExampleVP2 550 118.32 365.71 1466.28 1534.61 1054.56 3431.68
ExampleVP2 551 118.34 365.78 1466.31 1534.56 1054.4 3431.6
ExampleVP2 552 118.37 365.75 1466.27 1534.54 1054.42 3431.7
ExampleVP2 553 118.38 365.69 1466.3 1534.64 1054.47 3431.65
ExampleVP2 554 118.38 365.77 1466.32 1534.61 1054.6 3431.72
ExampleVP2 555 118.36 365.76 1466.27 1534.64 1054.47 3431.73
ExampleVP2 556 118.36 365.72 1466.29 1534.59 1054.5 3431.72
ExampleVP2 557 118.4 365.69 1466.28 1534.63 1054.46 3431.73
ExampleVP2 558 118.27 365.83 1466.28 1534.61 1054.42 3431.71
ExampleVP2 559 118.36 365.76 1466.29 1534.68 1054.42 3431.74
ExampleVP2 560 118.35 365.71 1466.27 1534.58 1054.41 3431.73
ExampleVP2 561 118.35 365.66 1466.3 1534.6 1054.45 3431.68
ExampleVP2 562 118.34 365.65 1466.26 1534.54 1054.42 3431.69
ExampleVP2 563 118.31 365.78 1466.24 1534.59 1054.38 3431.67
ExampleVP2 564 118.33 365.7 1466.23 1534.59 1054.51 3431.68
ExampleVP2 565 118.36 365.75 1466.28 1534.59 1054.46 3431.58
ExampleVP2 566 118.38 365.75 1466.23 1534.59 1054.48 3431.66
ExampleVP2 567 118.36 365.82 1466.3 1534.59 1054.45 3431.66
ExampleVP2 568 118.18 365.69 1466.3 1534.8 1054.37 3431.72
ExampleVP2 569 118.94 365.72 1466.94 1533.75 1054.41 3430.84
ExampleVP2 570 118.39 365.59 1466.5 1536.1 1055.42 3432.38
ExampleVP2 571 120.39 366.74 1471.34 1534.23 1059.56 3433.14
ExampleVP2 572 116.81 366.14 1465.84 1534.79 1054.36 3431.8
ExampleVP2 573 118.12 366.97 1466.84 1534.41 1054.94 3431.4
ExampleVP2 574 118.34 365.7 1467.74 1534.58 1055.72 3431.65
ExampleVP2 575 118.32 365.75 1467.75 1534.58 1055.23 3431.65
ExampleVP2 576 118.34 365.77 1467.77 1534.59 1055.73 3431.63
ExampleVP2 577 118.35 365.69 1467.72 1534.66 1055.03 3431.51
ExampleVP2 578 118.36 365.71 1467.62 1534.62 1055.17 3431.67
ExampleVP2 579 118.37 365.79 1467.75 1534.63 1056.02 3431.61
ExampleVP2 580 118.35 365.79 1467.78 1534.58 1055.96 3431.78
ExampleVP2 581 118.34 365.68 1467.72 1534.61 1055.41 3431.56
ExampleVP2 582 118.31 366.02 1467.79 1534.54 1055.98 3431.69
ExampleVP2 583 118.3 367.22 1467.77 1534.56 1054.56 3431.65
ExampleVP2 584 118.34 367.09 1467.73 1534.55 1055.97 3430.87
ExampleVP2 585 118.33 365.72 1467.78 1534.64 1056.07 3431.16
ExampleVP2 586 118.32 365.75 1467.72 1534.55 1055.14 3431.49
ExampleVP2 587 118.34 366.73 1467.77 1534.59 1055.9 3431.66
ExampleVP2 588 118.33 365.71 1467.72 1534.56 1056.08 3431.64
ExampleVP2 589 118.38 366.64 1467.74 1534.59 1055.17 3431.67
ExampleVP2 590 118.36 365.67 1467.67 1534.59 1056.07 3431.62
ExampleVP2 591 118.35 366.13 1467.8 1534.6 1055.94 3431.4
ExampleVP2 592 118.28 365.7 1467.81 1534.58 1054.97 3431.61
ExampleVP2 593 118.35 366.13 1467.72 1534.54 1054.66 3431.67
ExampleVP2 594 118.34 366.35 1467.67 1534.55 1055.48 3431.68
ExampleVP2 595 118.28 365.79 1467.73 1534.57 1055.23 3431.66
ExampleVP2 596 118.36 365.77 1467.63 1534.57 1055.71 3431.68
ExampleVP2 597 118.32 365.84 1467.68 1534.57 1054.39 3431.58
ExampleVP2 598 118.33 365.96 1467.7 1534.55 1055.15 3431.62
ExampleVP2 599 118.37 365.87 1467.72 1534.58 1054.85 3431.7
ExampleVP2 600 118.34 365.89 1467.7 1534.55 1055.05 3431.67
ExampleVP2 601 118.34 365.94 1467.7 1534.55 1055.92 3431.64
ExampleVP2 602 118.31 366.45 1467.73 1534.6 1056.05 3431.65
ExampleVP2 603 118.37 366.1 1467.81 1534.64 1054.91 3431.62
ExampleVP2 604 118.35 365.74 1467.76 1534.57 1056.06 3431.6
ExampleVP2 605 118.44 365.88 1467.74 1534.63 1054.87 3431.7
ExampleVP2 606 118.38 365.66 1467.72 1534.57 1055.33 3431.56
ExampleVP2 607 118.31 366.37 1467.71 1534.59 1054.63 3431.7
ExampleVP2 608 118.39 365.71 1467.77 1534.6 1055.27 3431.66
ExampleVP2 609 118.32 366.36 1467.73 1534.6 1055.48 3431.59
ExampleVP2 610 118.35 366.1 1467.68 1534.58 1054.81 3431.72
ExampleVP2 611 118.33 366.42 1467.73 1534.55 1055.75 3431.62
ExampleVP2 612 118.33 365.92 1467.72 1534.56 1055.69 3431.64
ExampleVP2 613 118.3 366.76 1467.26 1534.57 1055.68 3431.81
ExampleVP2 614 118.37 366.1 1467.75 1534.61 1056.03 3431.75
ExampleVP2 615 118.31 365.76 1467.44 1534.59 1054.75 3431.35
ExampleVP2 616 118.34 365.69 1467.72 1534.59 1054.45 3431.73
ExampleVP2 617 118.3 365.66 1467.72 1534.54 1054.36 3431.6
ExampleVP2 618 118.27 365.72 1467.71 1534.61 1054.75 3431.71
ExampleVP2 619 118.36 366.5 1467.75 1534.63 1054.96 3431.71
ExampleVP2 620 118.34 366.32 1467.74 1534.61 1054.58 3431.74
ExampleVP2 621 118.36 366.34 1467.76 1534.62 1055.82 3431.7
ExampleVP2 622 118.86 367.68 1466.94 1535.56 1054.25 3431.17
ExampleVP2 623 119.17 366.3 1468.63 1534.85 1057.8 3432.38
ExampleVP2 624 118.13 365.41 1466.9 1532.67 1109.93 3429.94
ExampleVP2 625 118.37 365.67 1467.74 1533.2 1207.38 3430.48
ExampleVP2 626 118.34 365.76 1467.75 1533.19 1359.25 3430.98
ExampleVP2 627 118.34 365.68 1467.69 1533.4 1058.22 3431.27
ExampleVP2 628 118.36 366.53 1467.72 1534.43 1035.35 3431.66
ExampleVP2 629 118.35 366.26 1467.74 1534.61 1035.73 3431.66
ExampleVP2 630 118.32 365.83 1467.72 1534.47 1035.05 3430.96
ExampleVP2 631 118.31 366.11 1467.77 1534.16 1035.77 3431.69
ExampleVP2 632 118.39 365.75 1467.73 1534.36 1035.39 3431.67
ExampleVP2 633 118.38 365.71 1467.74 1534.45 1035.09 3431.66
ExampleVP2 634 118.35 365.58 1467.77 1533.9 1036.24 3431.66
ExampleVP2 635 118.37 366.77 1467.78 1533.89 1035.86 3431.69
ExampleVP2 636 118.31 365.92 1467.77 1533.82 1035.12 3431.65
ExampleVP2 637 118.3 366.29 1467.72 1534.49 1035.04 3431.58
ExampleVP2 638 118.33 366.01 1467.69 1534.57 1035.15 3431.61
ExampleVP2 639 118.26 366.19 1467.74 1534.64 1035.8 3430.88
ExampleVP2 640 118.32 365.82 1467.74 1534.25 1035.1 3431.33
ExampleVP2 641 118.28 365.76 1467.77 1533.73 1036.25 3431.51
ExampleVP2 642 118.36 366.29 1467.72 1534.33 1035.11 3431.69
ExampleVP2 643 118.34 366.37 1467.71 1534.6 1035.37 3431.63
ExampleVP2 644 118.35 366.13 1467.73 1534.15 1036.51 3431.65
ExampleVP2 645 118.34 367.02 1467.71 1534.5 1035.26 3431.66
ExampleVP2 646 118.28 366.24 1467.75 1534.24 1035.07 3431.7
ExampleVP2 647 118.33 366.07 1467.77 1534.56 1035.17 3431.63
ExampleVP2 648 118.34 365.82 1467.73 1534.57 1035.14 3431.57
ExampleVP2 649 118.3 365.61 1467.76 1534.29 1036.27 3431.65
ExampleVP2 650 118.36 367.1 1467.77 1533.42 1035.11 3431.67
ExampleVP2 651 118.36 365.71 1467.69 1534.37 1035.27 3431.67
ExampleVP2 652 118.31 366.05 1467.71 1534.13 1035.51 3431.64
ExampleVP2 653 118.36 365.65 1467.74 1534.34 1035.19 3431.64
ExampleVP2 654 118.31 365.59 1467.72 1533.33 1035.13 3431.64
ExampleVP2 655 118.38 366.17 1467.71 1533.23 1035.33 3431.64
ExampleVP2 656 118.3 366.62 1467.77 1533.85 1035.21 3431.61
ExampleVP2 657 118.3 365.69 1467.74 1534.48 1035.1 3431.66
ExampleVP2 658 118.35 366.66 1467.76 1533.34 1035.79 3431.56
ExampleVP2 659 118.58 366.75 1466.89 1533.98 1035.17 3429.82
ExampleVP2 660 117.72 364.52 1468.68 1531.85 1037.96 3431.9
ExampleVP2 661 119.11 368.84 1468.58 1535.81 1035.34 3430.91
ExampleVP2 662 119.29 366.83 1533.81 1534.94 1035.15 3431.59
ExampleVP2 663 118.36 366.48 1469.44 1534.36 1035.08 3431.68
ExampleVP2 664 118.33 365.6 1602.17 1534.57 1035.08 3430.64
ExampleVP2 665 118.33 365.69 1476.86 1534.6 1035.06 3431.68
ExampleVP2 666 118.34 365.8 1540.9 1534.61 1035.12 3431.63
ExampleVP2 667 118.33 365.81 1471.04 1534.61 1035.09 3431.65
ExampleVP2 668 118.31 366.08 1464.88 1534.57 1035 3431.1
ExampleVP2 669 118.35 365.72 1469.37 1534.62 1035.11 3431.69
ExampleVP2 670 118.33 365.97 1472.63 1534.55 1035.12 3431.66
ExampleVP2 671 118.31 365.66 1534.45 1534.59 1035.07 3431.63
ExampleVP2 672 118.34 365.68 1461.83 1534.61 1035.15 3431.72
ExampleVP2 673 118.31 365.68 1461.87 1534.59 1035.14 3431.65
ExampleVP2 674 118.33 366.1 1462.79 1534.58 1035.07 3431.61
ExampleVP2 675 118.33 365.69 1588.27 1534.55 1035.08 3431.61
ExampleVP2 676 118.32 366.18 1460.75 1534.6 1035.09 3431.6
ExampleVP2 677 118.33 366.77 1521.88 1534.59 1035.04 3431.61
ExampleVP2 678 118.32 365.67 1592.2 1534.6 1035.06 3431.61
ExampleVP2 679 118.29 365.71 1459.51 1534.57 1035.09 3431.59
ExampleVP2 680 118.28 365.89 1458.92 1534.6 1035.11 3431.67
ExampleVP2 681 118.34 365.8 1471.17 1534.62 1035.13 3431.69
ExampleVP2 682 118.38 365.78 1465.83 1534.58 1035.11 3431.71
ExampleVP2 683 118.32 365.76 1459.03 1534.6 1035.11 3431.66
ExampleVP2 684 118.29 365.71 1497.76 1534.65 1035.07 3431.64
ExampleVP2 685 118.73 365.75 1457.34 1534.61 1035.06 3431.69
ExampleVP2 686 118.28 365.97 1456.9 1534.59 1035.04 3431.61
ExampleVP2 687 118.38 366.04 1455.91 1534.59 1035.1 3431.64
ExampleVP2 688 118.33 365.78 1457.57 1534.61 1035.07 3431.64
ExampleVP2 689 118.33 366.18 1801.15 1534.61 1035.09 3431.63
ExampleVP2 690 118.32 366.31 1540.98 1534.65 1035.1 3431.63
ExampleVP2 691 118.32 365.73 1454.57 1534.61 1035.08 3431.64
ExampleVP2 692 118.33 365.77 1474.43 1534.58 1035.07 3431.68
ExampleVP2 693 118.35 366.5 1456.52 1534.58 1035.14 3431.68
ExampleVP2 694 118.4 366.48 1453.01 1534.62 1035.19 3431.66
ExampleVP2 695 118.35 365.85 1452.95 1534.59 1035.08 3431.67
ExampleVP2 696 118.36 366.14 1452.99 1534.62 1035.13 3431.66
ExampleVP2 697 118.33 365.64 1460.5 1534.6 1035.08 3431.62
ExampleVP2 698 118.34 365.83 1456.37 1534.59 1035.1 3431.63
ExampleVP2 699 118.33 366.09 1451.66 1534.59 1035.09 3431.7
ExampleVP2 700 118.32 365.67 1505.45 1534.57 1035.1 3431.58
ExampleVP2 701 118.34 365.83 1450.46 1534.61 1035.05 3431.62
ExampleVP2 702 118.34 365.7 1461.62 1534.56 1035.06 3431.63
ExampleVP2 703 118.33 367.11 1494.64 1534.59 1035.08 3431.66
ExampleVP2 704 118.3 365.67 1445.35 1534.56 1035.04 3431.64
ExampleVP2 705 118.35 365.68 1445.28 1534.56 1035.09 3431.63
ExampleVP2 706 118.31 365.7 1445.21 1534.59 1035.04 3431.67
ExampleVP2 707 118.31 365.7 1445.24 1534.54 1035.08 3431.62
ExampleVP2 708 118.36 365.74 1445.2 1534.6 1035.08 3431.64
ExampleVP2 709 118.31 366 1446.27 1534.54 1035.04 3431.67
ExampleVP2 710 118.33 365.67 1445.83 1534.63 1035.05 3431.65
ExampleVP2 711 118.31 365.85 1485.07 1534.64 1035.1 3431.67
ExampleVP2 712 118.28 365.75 1999.04 1534.64 1035.1 3431.61
ExampleVP2 713 118.28 365.85 1735.95 1534.57 1035.09 3431.65
ExampleVP2 714 118.3 365.74 1442.29 1534.58 1035.04 3431.64
ExampleVP2 715 118.33 365.72 1442.15 1534.59 1035 3431.66
ExampleVP2 716 118.34 365.7 1442.2 1534.61 1035.08 3431.66
ExampleVP2 717 118.33 365.71 1442.22 1534.61 1035.16 3431.71
ExampleVP2 718 118.27 365.72 1442.18 1534.59 1035.1 3431.65
ExampleVP2 719 118.32 365.66 1442.26 1534.63 1035.11 3431.63
ExampleVP2 720 118.33 365.7 1479.57 1534.54 1035.06 3431.61
ExampleVP2 721 118.36 365.69 1442.91 1534.58 1035.09 3431.7
ExampleVP2 722 118.28 365.79 1442.22 1534.57 1035.08 3431.64
ExampleVP2 723 118.27 365.74 1478.75 1534.6 1035.07 3431.65
ExampleVP2 724 118.31 365.96 1468.19 1534.62 1035.09 3431.65
ExampleVP2 725 118.29 365.75 1444.15 1534.59 1035.07 3431.66
ExampleVP2 726 118.25 365.68 1440.84 1534.58 1035.13 3431.65
ExampleVP2 727 118.33 366 1440.83 1534.6 1035.08 3431.09
ExampleVP2 728 118.31 365.72 1440.86 1534.61 1035.11 3431.11
ExampleVP2 729 118.34 365.72 1440.81 1534.59 1035.03 3431.39
ExampleVP2 730 118.27 365.66 1440.82 1534.58 1035.09 3431.68
ExampleVP2 731 118.27 365.7 1440.84 1534.53 1035.02 3431.45
ExampleVP2 732 118.27 365.62 1440.74 1534.62 1035.11 3431.18
ExampleVP2 733 118.34 365.7 1440.79 1534.59 1035.05 3431.69
